Education,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,Complain,Total_Offsprings,Living_With,Family_Size,Days_since_enrollment,Age,Total_Amount,Frequency,Total_purchases
Graduate,31814.0,73,35,3,20,4,1,20,2,0,1,Partner,3,505,50,83,3,5
Postgraduate,51390.0,54,205,20,47,23,2,56,6,0,2,Alone,3,659,58,353,0,12
Graduate,76630.0,93,255,31,446,40,56,175,1,0,0,Partner,2,166,40,1003,0,24
Undergraduate,26868.0,52,0,0,1,8,3,2,1,0,1,Alone,2,60,32,14,0,3
Postgraduate,48948.0,53,437,8,206,160,49,42,2,0,0,Alone,1,513,80,902,9,22
Postgraduate,55260.0,81,825,8,53,11,0,242,2,0,1,Alone,2,564,51,1139,0,23
Graduate,64090.0,8,316,58,161,76,51,135,1,0,1,Partner,3,326,67,797,6,19
Graduate,78331.0,97,756,138,354,160,169,61,2,0,1,Alone,2,157,65,1638,0,23
Postgraduate,37087.0,50,194,55,134,15,0,3,3,0,1,Partner,3,322,49,401,0,14
Graduate,21846.0,38,7,17,18,6,10,26,4,0,1,Alone,2,250,37,84,0,7
Graduate,81320.0,61,183,33,493,59,103,57,1,0,0,Partner,2,508,65,928,0,17
Graduate,54137.0,46,171,0,11,0,1,20,2,0,1,Alone,2,317,53,203,0,9
Graduate,66825.0,73,243,101,405,29,40,40,1,0,0,Partner,2,350,56,858,0,15
Graduate,57100.0,19,181,21,69,39,3,96,1,0,0,Partner,2,207,50,409,0,12
Graduate,58917.0,10,151,7,89,0,7,28,5,0,3,Partner,5,462,54,282,0,11
Graduate,85072.0,94,494,92,391,194,11,241,1,0,0,Alone,1,81,46,1423,0,17
Graduate,86429.0,10,464,28,873,29,18,37,0,0,0,Alone,1,220,62,1449,7,18
Graduate,45684.0,37,5,1,5,10,0,7,1,0,1,Alone,2,209,52,28,0,3
Graduate,47889.0,94,29,0,29,0,5,4,1,0,1,Partner,3,176,49,67,0,5
Postgraduate,45921.0,23,102,9,49,24,3,12,1,0,0,Partner,2,111,37,199,0,9
Postgraduate,78420.0,75,604,28,674,91,28,28,1,0,0,Alone,1,365,57,1453,0,21
Graduate,75114.0,40,571,12,523,63,60,24,1,0,0,Partner,2,234,31,1253,0,18
Postgraduate,52278.0,24,953,0,71,0,0,174,6,0,1,Alone,2,520,60,1198,6,25
Postgraduate,35641.0,11,63,3,67,8,9,28,2,0,1,Partner,3,350,51,178,6,8
Graduate,95529.0,29,770,29,890,250,27,24,1,0,0,Alone,1,573,29,1990,11,17
Graduate,62820.0,51,398,61,265,138,61,53,1,0,0,Partner,2,414,69,976,0,13
Postgraduate,73113.0,86,741,19,154,50,9,28,1,0,0,Partner,2,185,63,1001,0,14
Postgraduate,84169.0,9,1478,19,403,0,19,0,1,0,0,Partner,2,326,41,1919,15,19
Undergraduate,42607.0,30,156,29,56,30,32,47,2,0,1,Alone,2,224,69,350,0,12
Postgraduate,74637.0,73,960,64,464,146,0,16,1,0,0,Alone,1,407,69,1650,1,24
Postgraduate,46015.0,25,38,0,2,0,0,6,1,0,2,Partner,4,77,68,46,5,4
Graduate,72354.0,67,315,26,473,220,12,182,1,0,0,Alone,1,438,30,1228,0,18
Postgraduate,39858.0,67,15,20,25,2,7,26,1,0,1,Alone,2,521,54,95,6,6
Postgraduate,34469.0,58,19,6,20,0,5,12,3,0,2,Partner,4,56,75,62,0,6
Graduate,83033.0,82,812,99,431,237,149,33,1,0,1,Partner,3,42,37,1761,1,25
Postgraduate,24401.0,98,73,28,217,10,24,115,3,0,0,Partner,2,667,44,467,0,13
Graduate,77583.0,93,372,23,384,250,12,108,1,0,0,Partner,2,139,45,1149,1,18
Undergraduate,74116.0,53,871,111,704,145,55,166,1,0,0,Alone,1,181,41,2052,4,18
Graduate,74293.0,66,375,152,335,93,91,81,1,0,0,Alone,1,56,30,1127,0,15
Postgraduate,68397.0,6,760,80,466,17,13,80,1,0,1,Partner,3,224,47,1416,0,20
Postgraduate,79632.0,42,471,0,510,99,21,12,1,0,0,Partner,2,82,49,1113,0,19
Graduate,46107.0,78,31,9,27,16,9,33,1,0,1,Alone,2,139,34,125,0,6
Postgraduate,64950.0,29,819,0,72,12,0,63,2,0,1,Alone,2,686,72,966,4,23
Undergraduate,25443.0,82,1,4,3,8,9,7,1,0,1,Partner,3,554,34,32,0,4
Graduate,75127.0,92,203,35,305,46,17,227,1,0,0,Alone,1,38,71,833,0,18
Postgraduate,32892.0,78,26,0,15,2,1,2,2,0,1,Partner,3,35,52,46,0,6
Graduate,71796.0,54,354,21,311,167,75,32,1,0,0,Partner,2,248,52,960,0,16
Postgraduate,67536.0,45,1253,0,447,23,71,35,3,0,1,Partner,3,403,53,1829,1,27
Graduate,55239.0,59,371,17,238,23,24,106,3,0,1,Alone,2,350,52,779,0,23
Postgraduate,60554.0,8,588,7,76,110,15,15,2,0,1,Alone,2,324,48,811,0,21
Undergraduate,64831.0,51,480,86,249,75,86,144,8,0,2,Alone,3,384,71,1120,0,14
Postgraduate,56067.0,51,517,12,54,16,6,120,2,0,1,Partner,3,344,61,725,0,18
Graduate,82025.0,76,267,98,606,48,70,98,1,0,0,Alone,1,397,40,1187,11,11
Graduate,94384.0,62,1111,24,790,160,45,172,0,0,0,Partner,2,482,70,2302,16,18
Undergraduate,14906.0,86,7,7,14,7,16,15,3,0,0,Alone,1,554,37,66,0,6
Postgraduate,51563.0,60,1166,0,48,0,0,36,1,0,0,Partner,2,636,36,1250,9,18
Undergraduate,57937.0,56,261,42,144,55,48,133,3,0,1,Partner,3,133,41,683,0,17
Graduate,68274.0,83,135,25,51,23,25,46,2,0,2,Alone,3,272,44,305,0,11
Graduate,39771.0,92,6,2,18,2,8,14,1,0,1,Partner,3,205,46,50,0,5
Undergraduate,67893.0,31,711,28,142,49,18,47,2,0,1,Alone,2,636,48,995,0,14
Postgraduate,27922.0,80,11,0,13,2,4,11,1,0,1,Partner,3,50,44,41,0,5
Postgraduate,52190.0,39,42,0,17,0,0,18,3,0,2,Partner,4,52,47,77,3,6
Postgraduate,44051.0,20,79,7,58,6,3,18,4,0,2,Alone,3,516,50,171,6,8
Postgraduate,42767.0,53,20,6,43,19,5,38,1,0,2,Alone,3,414,52,131,0,6
Postgraduate,46106.0,84,30,0,8,2,0,14,1,0,2,Partner,4,49,47,54,0,4
Postgraduate,16927.0,50,20,2,23,3,1,4,5,0,2,Partner,4,504,47,53,0,7
Graduate,59754.0,96,115,27,44,4,146,139,3,0,1,Partner,3,575,58,475,6,13
Graduate,53700.0,94,263,5,233,69,41,83,4,0,1,Alone,2,681,71,694,0,18
Graduate,59041.0,25,69,2,15,2,2,6,2,0,2,Partner,4,53,50,96,0,6
Postgraduate,54237.0,48,267,3,30,4,0,57,4,0,1,Alone,2,428,66,361,0,12
Graduate,70647.0,65,561,85,171,25,123,114,2,0,1,Alone,2,646,56,1079,0,24
Postgraduate,52597.0,69,492,0,37,7,0,42,3,0,1,Alone,2,53,61,578,0,17
Postgraduate,41021.0,12,14,7,9,6,16,12,2,0,1,Partner,3,546,54,64,6,5
Postgraduate,40233.0,84,80,4,46,0,17,2,5,0,1,Partner,3,258,48,149,0,8
Graduate,50183.0,47,97,12,84,13,10,15,7,0,2,Partner,4,4,43,231,0,10
Graduate,54753.0,87,197,107,227,7,59,131,3,0,1,Partner,3,290,64,728,0,18
Graduate,92955.0,35,693,21,925,31,24,84,1,0,0,Partner,2,314,50,1778,12,22
Graduate,33471.0,47,43,2,27,0,9,12,3,0,1,Partner,3,625,50,93,0,7
Postgraduate,34596.0,48,14,0,2,0,0,7,1,0,1,Partner,3,442,49,23,6,3
Graduate,44010.0,46,186,36,234,86,72,48,6,0,1,Partner,3,624,43,662,0,18
Graduate,84219.0,27,434,137,400,45,137,45,1,0,0,Partner,2,147,35,1198,0,17
Postgraduate,40706.0,37,59,0,11,4,2,5,4,0,3,Partner,5,528,55,81,0,7
Undergraduate,15716.0,8,16,5,30,8,7,26,3,1,1,Partner,3,594,35,92,0,7
Undergraduate,59052.0,29,230,35,75,63,57,31,3,0,1,Alone,2,224,64,491,0,15
Postgraduate,80573.0,85,829,138,430,60,92,15,1,0,0,Partner,2,623,52,1564,0,23
Graduate,83715.0,2,318,8,407,150,35,8,1,0,0,Partner,2,146,61,926,0,23
Postgraduate,82576.0,66,1206,55,445,168,18,18,1,0,0,Partner,2,697,64,1910,5,18
Postgraduate,56962.0,60,292,3,77,10,3,26,7,0,3,Partner,5,261,58,411,0,14
Graduate,35704.0,54,30,9,12,2,11,30,3,0,2,Partner,4,177,71,94,0,6
Graduate,53103.0,70,729,17,133,11,0,195,5,0,1,Partner,3,290,69,1085,3,23
Undergraduate,46779.0,55,12,1,3,0,0,7,1,0,2,Alone,3,352,63,23,0,3
Graduate,4861.0,20,2,1,1,1,0,1,0,0,0,Alone,1,7,58,6,0,0
Postgraduate,33462.0,78,22,3,18,0,0,11,1,0,1,Alone,2,326,44,54,0,5
Graduate,63693.0,63,587,43,337,42,87,54,3,0,1,Alone,2,258,45,1150,0,26
Graduate,80763.0,17,674,168,108,192,42,231,1,0,0,Partner,2,318,73,1415,12,22
Postgraduate,65352.0,43,284,3,84,4,7,23,2,0,1,Partner,3,312,49,405,0,14
Postgraduate,82170.0,13,1023,93,651,49,55,37,1,0,0,Partner,2,216,45,1908,0,18
Graduate,75759.0,46,1394,22,708,89,91,182,1,0,0,Partner,2,247,54,2486,15,25
Undergraduate,79689.0,65,311,26,640,180,37,121,1,0,0,Alone,1,413,47,1315,0,26
Postgraduate,35340.0,1,27,0,12,0,1,5,2,0,2,Alone,3,0,67,45,0,5
Graduate,85683.0,6,1296,17,311,45,69,51,1,0,0,Alone,1,100,69,1789,18,16
Undergraduate,24884.0,32,3,6,7,0,0,3,1,0,1,Partner,3,577,51,19,0,3
Postgraduate,42021.0,34,393,5,136,7,5,27,5,0,1,Partner,3,667,42,573,3,17
Graduate,64449.0,70,218,63,282,137,35,70,4,0,1,Alone,2,131,34,805,0,20
Graduate,64587.0,49,66,0,16,0,6,20,2,0,2,Alone,3,7,69,108,0,6
Graduate,34824.0,65,4,2,11,2,0,4,1,0,0,Alone,1,95,28,23,0,3
Graduate,75437.0,25,795,0,545,95,58,0,1,0,0,Partner,2,232,45,1493,1,22
Graduate,26091.0,84,15,10,19,8,17,20,3,0,2,Partner,4,124,66,89,0,6
Graduate,52845.0,7,384,25,292,130,41,64,3,0,1,Partner,3,320,50,936,3,22
Graduate,46086.0,34,244,8,32,7,2,50,4,0,1,Alone,2,238,67,343,0,12
Postgraduate,78028.0,38,158,19,288,25,0,38,1,0,1,Alone,2,657,67,528,15,19
Postgraduate,95169.0,1,1285,21,449,106,20,20,1,0,0,Alone,1,263,36,1901,12,11
Undergraduate,56337.0,25,349,16,144,28,5,182,5,0,2,Partner,4,459,42,724,10,17
Graduate,22434.0,25,4,12,11,3,13,15,2,0,1,Partner,3,501,36,58,0,5
Postgraduate,36930.0,50,223,2,31,0,2,39,5,0,1,Partner,3,408,69,297,0,11
Graduate,36130.0,46,157,43,127,68,56,37,6,0,1,Alone,2,512,69,488,9,15
Postgraduate,65569.0,96,397,46,288,20,38,70,2,0,1,Partner,3,601,70,859,0,21
Graduate,83844.0,57,901,31,345,75,31,191,1,0,0,Partner,2,413,71,1574,5,19
Graduate,19514.0,47,14,3,21,2,1,28,4,0,2,Partner,4,154,55,69,3,6
Postgraduate,36736.0,52,10,0,3,0,0,4,1,0,2,Alone,3,415,60,17,0,3
Graduate,77568.0,30,1230,0,396,232,178,158,1,0,1,Partner,3,673,44,2194,10,20
Postgraduate,49187.0,63,81,1,31,2,1,0,1,0,1,Partner,3,169,47,116,0,7
Graduate,30168.0,51,154,20,66,0,12,27,7,0,1,Alone,2,479,45,279,0,11
Postgraduate,34053.0,14,63,0,21,7,0,12,1,0,1,Partner,3,657,55,103,0,6
Postgraduate,38196.0,20,30,0,11,0,0,3,3,0,2,Partner,4,72,52,44,0,6
Postgraduate,59412.0,56,90,67,165,30,43,11,1,0,0,Partner,2,71,72,406,0,14
Undergraduate,70924.0,41,635,114,254,132,152,76,1,0,0,Partner,2,83,58,1363,5,19
Graduate,54165.0,72,127,4,73,15,6,11,1,0,0,Partner,2,397,54,236,0,10
Graduate,32300.0,1,13,3,6,6,5,6,1,0,1,Partner,3,542,50,39,0,4
Graduate,20180.0,27,18,42,24,15,20,18,1,0,0,Alone,1,494,47,137,0,7
Graduate,34961.0,77,45,2,26,4,1,1,3,0,1,Partner,3,10,50,79,0,7
Postgraduate,28440.0,87,38,1,24,0,0,0,1,0,1,Partner,3,357,49,63,0,5
Postgraduate,64504.0,81,986,36,168,16,0,108,7,0,3,Partner,5,482,70,1314,6,18
Postgraduate,33564.0,51,61,0,3,0,0,7,1,0,1,Partner,3,5,57,71,0,5
Graduate,17345.0,79,4,9,16,17,0,12,2,0,1,Partner,3,603,45,58,0,5
Postgraduate,56320.0,11,201,53,172,116,77,83,3,0,1,Partner,3,447,56,702,0,18
Graduate,28647.0,54,19,8,29,0,12,26,1,0,1,Alone,2,312,45,94,9,6
Undergraduate,15038.0,93,4,8,11,19,12,26,2,0,1,Alone,2,516,36,80,0,5
Postgraduate,32173.0,0,18,0,2,0,0,2,1,0,1,Alone,2,332,65,22,0,4
Undergraduate,68316.0,54,806,80,161,120,11,33,5,0,1,Partner,3,602,59,1211,0,27
Graduate,74538.0,21,380,98,733,110,112,28,1,0,0,Partner,2,365,52,1461,11,21
Graduate,91700.0,58,576,172,961,125,115,19,1,0,0,Alone,1,528,52,1968,6,19
Graduate,68695.0,3,458,81,356,106,50,40,1,0,0,Partner,2,4,54,1091,0,15
Undergraduate,31056.0,99,5,10,13,3,8,16,1,0,1,Partner,3,523,46,55,0,4
Graduate,79593.0,70,350,60,568,110,133,145,1,0,0,Partner,2,48,50,1366,5,18
Graduate,28071.0,65,39,33,130,41,26,44,2,0,0,Alone,1,669,43,313,0,11
Postgraduate,37334.0,44,26,1,16,2,2,15,4,0,2,Partner,4,123,65,62,0,7
Postgraduate,46423.0,6,68,0,16,0,0,8,3,0,2,Alone,3,284,51,92,0,6
Postgraduate,37126.0,9,45,3,9,4,4,7,1,0,1,Partner,3,91,52,72,9,5
Graduate,47703.0,95,359,0,134,13,26,123,4,0,1,Partner,3,396,70,655,0,17
Graduate,61180.0,70,403,24,29,6,24,218,2,0,1,Partner,3,67,64,704,3,16
Graduate,38998.0,92,34,1,14,0,0,5,3,1,2,Partner,4,603,69,54,0,5
Graduate,8028.0,62,73,18,66,7,12,2,15,0,0,Alone,1,649,32,178,0,1
Graduate,76081.0,85,292,30,415,63,33,200,1,0,0,Partner,2,37,61,1033,1,13
Graduate,34728.0,2,14,0,16,0,0,6,1,0,1,Partner,3,334,37,36,6,4
Postgraduate,33168.0,0,80,1,37,0,1,3,3,0,1,Alone,2,624,58,122,0,7
Postgraduate,33585.0,91,30,11,33,13,6,29,1,0,1,Partner,3,277,57,122,0,6
Postgraduate,77037.0,3,463,96,333,168,53,10,1,0,1,Partner,3,259,63,1123,0,26
Graduate,35196.0,68,75,12,141,43,39,187,6,0,1,Partner,3,593,39,497,6,12
Graduate,44529.0,98,538,13,91,17,6,26,6,0,1,Partner,3,359,57,691,4,19
Undergraduate,70924.0,41,635,114,254,132,152,76,1,0,0,Partner,2,83,58,1363,5,19
Postgraduate,28764.0,16,8,0,3,0,0,1,1,0,2,Partner,4,24,57,12,3,3
Postgraduate,69098.0,82,1315,22,780,145,0,178,1,0,0,Partner,2,498,74,2440,0,24
Undergraduate,25959.0,1,4,2,12,7,5,26,2,0,2,Alone,3,500,53,56,6,5
Postgraduate,27100.0,64,12,0,13,2,0,10,1,0,1,Partner,3,450,40,37,0,4
Graduate,70596.0,68,347,44,534,17,0,26,1,0,0,Alone,1,632,38,968,0,20
Graduate,42557.0,98,192,5,53,0,5,15,4,0,1,Partner,3,669,49,270,0,11
Postgraduate,53312.0,32,241,0,12,0,0,25,1,0,0,Partner,2,324,72,278,0,11
Graduate,72228.0,87,631,28,491,30,14,56,1,0,0,Alone,1,579,71,1250,0,21
Graduate,67605.0,84,336,28,282,184,54,54,1,0,0,Partner,2,455,36,938,0,16
Postgraduate,62845.0,3,1099,0,45,0,0,34,11,0,2,Partner,4,636,74,1178,4,17
Graduate,65196.0,34,743,19,181,12,0,200,2,0,2,Partner,4,339,65,1155,3,24
Postgraduate,42000.0,23,124,83,267,85,59,35,2,0,0,Alone,1,535,36,653,6,18
Postgraduate,35860.0,37,15,0,8,4,2,20,2,0,2,Alone,3,41,50,49,3,4
Postgraduate,65526.0,22,397,19,69,12,0,9,1,0,1,Partner,3,79,59,506,0,16
Graduate,16860.0,19,10,4,4,3,3,14,3,0,2,Partner,4,655,62,38,0,5
Graduate,83528.0,7,530,117,678,134,44,147,1,0,0,Alone,1,59,31,1650,10,22
Undergraduate,64176.0,52,1215,33,249,64,116,149,8,0,1,Alone,2,695,58,1826,0,25
Graduate,22304.0,91,3,2,7,0,4,2,1,0,0,Alone,1,694,67,18,0,3
Graduate,67023.0,93,444,44,382,11,8,17,1,1,0,Partner,2,117,45,906,0,23
Postgraduate,32892.0,78,26,0,15,2,1,2,2,0,1,Partner,3,35,52,46,0,6
Graduate,70713.0,23,736,114,279,82,76,190,6,0,1,Partner,3,573,57,1477,0,19
Graduate,59925.0,83,473,21,176,19,21,56,3,0,1,Partner,3,576,68,766,0,20
Graduate,39722.0,92,32,0,5,2,0,8,2,0,1,Partner,3,125,70,47,0,5
Graduate,46610.0,4,288,10,30,4,10,125,1,0,0,Partner,2,346,65,467,0,13
Graduate,88347.0,32,1050,178,555,77,138,118,1,0,0,Partner,2,361,62,2116,1,20
Postgraduate,87171.0,27,1001,44,107,58,44,44,1,0,0,Partner,2,424,42,1298,8,24
Undergraduate,26907.0,10,9,1,7,0,3,2,2,0,2,Partner,4,313,47,22,0,4
Postgraduate,50014.0,9,234,14,77,19,10,42,2,0,1,Alone,2,158,55,396,0,13
Postgraduate,41014.0,65,7,2,6,2,0,3,1,0,1,Partner,3,433,45,20,0,3
Graduate,66294.0,68,251,108,334,65,92,117,1,0,0,Alone,1,104,58,967,0,12
Graduate,36715.0,16,172,10,125,21,13,16,6,0,1,Partner,3,589,52,357,6,13
Graduate,79456.0,12,565,42,548,64,83,99,1,0,0,Partner,2,676,67,1401,6,15
Graduate,40479.0,95,5,0,8,2,0,0,1,0,1,Partner,3,316,41,15,0,3
Postgraduate,75345.0,16,918,57,842,99,38,133,1,0,0,Alone,1,512,53,2087,7,19
Graduate,54233.0,46,652,8,158,21,0,142,4,0,1,Partner,3,510,46,981,0,22
Graduate,24163.0,3,4,1,7,2,1,2,2,0,2,Alone,3,260,53,17,0,4
Postgraduate,84460.0,80,152,27,103,106,54,81,0,0,0,Partner,2,541,65,523,18,22
Graduate,43776.0,77,8,0,9,2,1,3,1,0,1,Partner,3,57,40,23,0,3
Postgraduate,71691.0,0,336,130,411,240,32,43,1,0,0,Alone,1,104,65,1192,6,16
Postgraduate,85844.0,62,938,19,843,25,95,38,1,0,0,Partner,2,31,50,1958,5,19
Postgraduate,39190.0,91,68,8,18,19,8,12,2,0,1,Alone,2,64,49,133,0,7
Graduate,71367.0,24,227,23,389,42,21,75,1,0,0,Partner,2,310,64,777,0,16
Postgraduate,38578.0,2,38,4,22,3,3,3,3,0,2,Alone,3,372,51,73,0,6
Postgraduate,57236.0,22,105,0,9,2,1,4,3,0,2,Partner,4,109,58,121,0,7
Graduate,61825.0,56,162,50,100,55,30,27,1,0,1,Alone,2,326,44,424,0,14
Graduate,79803.0,54,574,8,216,21,16,33,1,0,1,Alone,2,27,65,868,0,12
Undergraduate,80910.0,71,160,80,369,67,39,41,1,0,0,Alone,1,606,37,756,0,14
Postgraduate,27590.0,38,6,0,5,0,0,1,1,0,1,Partner,3,432,41,12,0,3
Graduate,56775.0,62,614,35,160,58,35,35,2,0,1,Partner,3,543,44,937,0,23
Graduate,83829.0,78,897,161,430,186,161,27,0,0,0,Alone,1,264,48,1862,15,17
Undergraduate,54210.0,18,70,54,109,80,9,45,2,0,1,Partner,3,405,44,367,0,12
Graduate,38508.0,95,120,19,206,25,19,54,6,0,1,Partner,3,331,37,443,0,14
Graduate,53187.0,66,211,2,30,7,7,10,2,0,1,Partner,3,246,53,267,0,11
Graduate,30023.0,28,11,0,16,7,6,21,1,0,1,Partner,3,97,51,61,0,5
Postgraduate,76045.0,78,760,53,400,17,93,0,1,0,0,Alone,1,226,63,1323,1,20
Postgraduate,50870.0,13,53,0,8,0,0,2,1,0,1,Partner,3,10,71,63,0,5
Undergraduate,15315.0,27,7,4,13,15,8,17,2,0,0,Partner,2,330,53,64,0,6
Undergraduate,65463.0,17,391,32,70,21,32,16,2,0,1,Partner,3,150,49,562,4,17
Graduate,66480.0,71,199,9,57,20,21,6,7,0,2,Partner,4,29,58,312,0,12
Graduate,76773.0,79,516,56,449,86,33,16,1,0,0,Alone,1,489,69,1156,0,15
Undergraduate,81698.0,1,709,45,115,30,160,45,1,0,0,Alone,1,485,40,1104,7,15
Postgraduate,54466.0,78,12,0,4,0,0,0,1,0,2,Alone,3,140,50,16,0,3
Postgraduate,98777.0,23,1000,19,711,125,115,38,0,0,0,Alone,1,132,63,2008,4,19
Postgraduate,16269.0,75,19,3,18,3,1,0,3,0,1,Alone,2,303,39,44,0,6
Graduate,71819.0,70,1224,28,140,0,14,168,3,0,1,Partner,3,305,52,1574,9,11
Postgraduate,33569.0,10,16,2,18,3,0,24,1,0,1,Partner,3,256,40,63,9,4
Postgraduate,36262.0,24,88,39,54,64,28,153,1,0,0,Partner,2,282,40,426,9,11
Undergraduate,22634.0,47,2,23,11,8,6,46,1,0,0,Partner,2,529,57,96,0,5
Undergraduate,47025.0,98,508,11,59,23,5,29,5,0,1,Partner,3,290,45,635,0,18
Graduate,70566.0,4,381,28,215,84,28,21,2,0,1,Alone,2,266,55,757,0,20
Postgraduate,31605.0,15,74,0,42,2,1,6,2,0,1,Partner,3,584,44,125,0,7
Postgraduate,52034.0,67,146,0,93,7,13,73,5,0,2,Alone,3,408,50,332,0,11
Graduate,48526.0,32,23,17,23,43,20,9,1,0,1,Alone,2,187,44,135,0,7
Graduate,46734.0,40,110,5,137,26,23,29,2,0,1,Partner,3,588,69,330,0,12
Graduate,39552.0,54,165,3,147,4,24,41,7,0,2,Alone,3,558,61,384,6,13
Graduate,86358.0,78,957,47,494,82,47,95,4,0,2,Alone,3,690,57,1722,0,14
Graduate,46931.0,94,41,0,17,3,1,16,2,0,3,Partner,5,66,46,78,0,5
Undergraduate,16581.0,51,1,3,4,2,3,11,1,0,0,Alone,1,533,38,24,0,3
Undergraduate,63998.0,42,176,29,818,0,33,112,1,0,0,Alone,1,191,71,1168,6,24
Postgraduate,67381.0,67,815,8,53,11,0,70,4,0,1,Partner,3,530,72,957,4,13
Graduate,25930.0,87,6,1,2,2,0,4,1,0,2,Alone,3,262,56,15,0,3
Graduate,42693.0,29,8,4,20,6,3,16,1,0,1,Partner,3,22,45,57,0,4
Graduate,85606.0,89,717,42,864,219,30,84,2,0,1,Partner,3,594,47,1956,1,22
Graduate,72903.0,74,1067,138,750,0,19,39,1,0,0,Alone,1,243,38,2013,16,20
Undergraduate,49669.0,97,166,5,107,11,8,29,2,0,1,Partner,3,36,49,326,0,12
Postgraduate,36778.0,63,29,4,34,2,4,4,3,0,2,Partner,4,693,55,77,0,6
Postgraduate,85696.0,88,714,76,395,116,0,12,1,0,0,Alone,1,422,61,1313,6,19
Postgraduate,10979.0,34,8,4,10,2,2,4,2,0,0,Alone,1,38,34,30,0,6
Graduate,49678.0,81,229,5,56,3,2,20,2,0,1,Partner,3,512,62,315,0,12
Postgraduate,56129.0,65,320,48,133,39,72,48,4,0,1,Partner,3,374,70,660,0,18
Graduate,37155.0,51,23,0,26,7,15,3,1,0,1,Partner,3,514,34,74,0,6
Undergraduate,21282.0,76,1,5,8,4,8,20,2,0,1,Alone,2,49,45,46,0,5
Postgraduate,33419.0,76,56,0,12,0,0,18,2,0,1,Alone,2,316,61,86,0,6
Graduate,63285.0,84,508,124,249,50,38,134,1,0,0,Alone,1,236,78,1103,0,24
Postgraduate,21255.0,56,29,0,25,2,2,3,4,0,1,Partner,3,159,49,61,0,7
Graduate,42162.0,31,46,7,59,2,4,27,2,0,1,Partner,3,222,42,145,9,7
Graduate,54450.0,0,454,0,171,8,19,32,12,0,2,Partner,4,653,67,684,0,19
Postgraduate,57744.0,91,350,3,39,0,0,19,2,0,1,Partner,3,229,69,411,0,14
Graduate,26576.0,40,10,0,8,0,0,9,1,0,1,Alone,2,624,37,27,9,3
Postgraduate,57513.0,59,735,40,183,52,20,30,2,0,0,Alone,1,358,80,1060,0,25
Graduate,68142.0,96,897,126,196,91,112,37,3,0,1,Partner,3,669,59,1459,0,21
Graduate,7500.0,61,5,2,3,3,0,5,1,0,1,Partner,3,669,44,18,0,3
Graduate,83145.0,14,777,35,731,39,137,114,1,0,0,Partner,2,645,49,1833,11,25
Postgraduate,54197.0,16,162,6,37,6,13,13,2,0,1,Partner,3,87,63,237,0,10
Postgraduate,23091.0,98,35,0,11,0,0,2,4,0,2,Alone,3,32,60,48,0,6
Graduate,46049.0,11,342,9,112,19,14,19,10,0,2,Partner,4,343,47,515,6,16
Graduate,56715.0,52,258,105,239,237,172,9,1,0,0,Partner,2,571,49,1020,0,14
Graduate,79410.0,19,658,80,483,123,13,13,1,0,0,Partner,2,31,62,1370,0,10
Graduate,57304.0,61,356,80,329,138,17,106,2,0,1,Partner,3,475,72,1026,0,23
Graduate,44375.0,73,213,5,28,7,7,41,1,0,1,Partner,3,98,58,301,0,11
Graduate,54450.0,0,454,0,171,8,19,32,12,0,2,Partner,4,653,67,684,0,19
Graduate,59594.0,74,457,4,29,0,0,9,1,0,1,Partner,3,617,58,499,4,16
Graduate,80685.0,55,241,45,604,34,26,54,1,0,0,Partner,2,676,29,1004,0,20
Postgraduate,40344.0,48,210,0,6,0,0,2,2,0,1,Partner,3,259,49,218,0,10
Graduate,62710.0,53,441,35,83,7,29,11,4,0,1,Partner,3,402,51,606,0,18
Undergraduate,48985.0,13,19,13,18,10,7,8,1,0,1,Partner,3,359,55,75,0,5
Graduate,35322.0,34,28,9,37,12,7,13,3,0,3,Partner,5,676,55,106,0,6
Graduate,77142.0,54,476,75,162,29,151,97,1,0,0,Partner,2,396,75,990,0,16
Graduate,81657.0,69,364,40,425,158,60,50,1,0,0,Alone,1,158,54,1097,0,15
Undergraduate,14421.0,81,0,0,2,3,3,8,1,0,0,Partner,2,132,27,16,3,3
Undergraduate,20130.0,99,0,6,3,7,6,12,1,0,0,Partner,2,104,49,34,0,4
Postgraduate,74214.0,3,863,83,547,86,99,33,1,0,0,Partner,2,672,33,1711,0,15
Postgraduate,66726.0,61,349,7,35,0,0,47,3,0,2,Partner,4,168,66,438,4,14
Undergraduate,23724.0,65,5,23,15,0,18,14,2,0,1,Partner,3,537,44,75,0,5
Postgraduate,47353.0,93,184,2,19,8,8,4,3,0,1,Partner,3,228,63,225,0,10
Postgraduate,33444.0,24,8,0,8,0,0,2,1,0,2,Partner,4,603,71,18,0,3
Graduate,54386.0,8,277,21,64,62,21,25,2,0,1,Partner,3,408,42,470,0,15
Graduate,28510.0,72,44,5,19,0,4,19,3,0,2,Alone,3,442,42,91,0,6
Postgraduate,90638.0,29,1156,120,915,94,144,96,1,0,0,Alone,1,136,32,2525,5,17
Graduate,48070.0,33,373,14,83,6,9,19,3,1,1,Partner,3,532,73,504,0,16
Graduate,43140.0,68,134,8,76,6,0,11,1,0,1,Partner,3,540,66,235,0,10
Postgraduate,54959.0,55,1148,0,60,0,0,24,3,0,1,Alone,2,526,62,1232,10,18
