Education,Marital_Status,Income,Recency,Wines,Fruits,Meat,Fish,Sweet,Gold,DealsPurchases,Web,Catalog,Store,WebVisitsMonth,Complain,Response,Age,Living_With,Total_Offsprings,Total_Expenditure,Family_Size,Total_Purchases,Campaigns_Accepted
Undergraduate,Together,50334.0,24,284,16,160,84,16,134,6,7,4,6,6,0,0,51,Partner,Two Children,694,3,29,0
Graduate,Single,72066.0,55,1003,34,536,134,51,34,1,4,6,6,2,0,1,42,Alone,One Child,1792,1,19,2
Postgraduate,Single,50729.0,62,239,13,143,45,4,52,9,6,2,7,6,0,0,65,Alone,Three or More Children,496,3,30,0
Graduate,Together,34916.0,89,51,23,82,33,0,42,4,5,1,3,9,0,0,55,Partner,Three or More Children,231,4,22,0
Graduate,Divorced,64892.0,77,527,24,230,32,24,65,2,6,4,12,4,0,0,47,Alone,Two Children,902,2,28,0
Graduate,Single,43602.0,45,19,5,12,10,3,19,3,3,1,2,6,0,0,57,Alone,Three or More Children,68,3,15,0
Undergraduate,Single,41473.0,80,21,8,20,15,3,9,1,2,0,3,7,0,0,38,Alone,Two Children,76,2,13,0
Postgraduate,Married,63246.0,60,593,30,91,29,22,7,1,6,3,12,4,0,0,56,Partner,Three or More Children,772,4,26,0
Postgraduate,Married,36732.0,71,21,5,3,10,1,7,3,1,1,4,2,0,0,64,Partner,Three or More Children,47,4,11,0
Postgraduate,Married,69084.0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,53,Partner,Two Children,1586,3,33,0
Postgraduate,Married,77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,0,1,56,Partner,Two Children,1529,3,40,1
Postgraduate,Single,37929.0,49,202,2,46,3,2,10,2,4,2,5,7,0,1,38,Alone,One Child,265,1,20,2
Graduate,Together,86610.0,66,446,107,768,33,196,53,1,5,6,6,2,0,0,72,Partner,One Child,1603,2,20,0
Postgraduate,Married,80141.0,20,1184,102,673,52,40,40,1,7,4,10,6,0,1,37,Partner,One Child,2091,2,28,1
Undergraduate,Married,72635.0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,68,Partner,One Child,981,2,24,1
Graduate,Married,69016.0,61,726,53,363,123,107,161,4,8,9,13,5,0,0,53,Partner,Two Children,1533,3,39,0
Graduate,Married,27573.0,45,50,15,110,39,15,15,4,5,1,4,8,0,0,48,Partner,Two Children,244,3,22,0
Undergraduate,Single,15862.0,26,1,1,4,11,9,10,1,1,0,3,8,0,0,44,Alone,Two Children,36,2,13,0
Postgraduate,Married,49544.0,0,308,0,73,0,0,23,2,5,1,8,7,0,0,47,Partner,Two Children,404,3,23,0
Graduate,Married,33228.0,28,22,2,31,7,4,5,1,2,0,3,7,0,0,43,Partner,Two Children,71,3,13,0
Graduate,Together,70440.0,49,690,117,499,76,102,88,1,5,10,7,3,0,0,45,Partner,One Child,1572,2,26,1
Graduate,Together,38232.0,84,43,5,28,7,6,33,4,3,1,3,5,0,0,52,Partner,Three or More Children,122,4,16,0
Postgraduate,Married,22554.0,38,27,0,10,0,0,4,4,2,0,4,5,0,0,68,Partner,Three or More Children,41,4,15,0
Postgraduate,Married,23536.0,53,6,0,3,0,0,1,1,0,0,3,3,0,0,40,Partner,Two Children,10,3,7,0
Graduate,Married,49413.0,88,205,7,41,3,2,46,2,4,2,5,5,0,0,71,Partner,Two Children,304,3,18,0
Graduate,Married,42231.0,99,24,0,8,0,1,4,1,1,0,3,5,0,0,54,Partner,Three or More Children,37,4,10,0
Postgraduate,Divorced,78789.0,12,667,50,850,21,83,83,1,4,6,5,2,0,1,43,Alone,One Child,1754,1,18,0
Graduate,Together,56534.0,35,691,7,61,10,0,46,4,10,4,7,8,0,1,55,Partner,Two Children,815,3,33,2
Graduate,Single,58350.0,5,493,26,206,116,80,80,4,8,3,12,6,0,0,52,Alone,Two Children,1001,2,33,0
Graduate,Single,49090.0,45,494,5,82,7,0,100,3,7,2,9,7,0,0,72,Alone,Two Children,688,2,28,0
Postgraduate,Divorced,61787.0,71,621,73,414,78,48,85,1,8,4,6,5,0,0,36,Alone,One Child,1319,1,24,0
Postgraduate,Married,18169.0,40,9,0,5,0,0,7,1,1,0,2,8,0,0,38,Partner,Two Children,21,3,12,0
Undergraduate,Single,24336.0,82,1,6,2,8,2,12,1,1,0,2,7,0,0,42,Alone,Two Children,31,2,11,0
Graduate,Divorced,62335.0,87,243,131,217,85,6,26,2,3,3,13,2,0,0,71,Alone,Two Children,708,2,23,0
Undergraduate,Together,42033.0,95,11,1,4,2,0,7,1,1,0,2,7,0,0,52,Partner,Three or More Children,25,4,11,0
Postgraduate,Married,86580.0,72,532,21,127,26,20,20,0,4,2,5,1,0,0,40,Partner,One Child,746,2,12,1
Postgraduate,Divorced,41437.0,5,29,0,2,0,0,1,1,1,0,3,7,0,0,66,Alone,Three or More Children,32,3,12,0
Postgraduate,Widow,73705.0,86,612,91,520,258,107,107,2,9,6,8,5,0,0,72,Alone,Three or More Children,1695,3,30,0
Graduate,Married,61064.0,80,387,126,342,0,45,180,5,8,4,11,6,0,0,47,Partner,Two Children,1080,3,34,0
Postgraduate,Married,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,0,68,Partner,Three or More Children,72,4,16,0
Postgraduate,Together,55012.0,85,582,0,65,0,0,13,6,8,2,9,5,0,0,50,Partner,Two Children,660,3,30,0
Undergraduate,Together,9722.0,7,6,17,16,6,16,42,4,3,1,3,8,0,1,50,Partner,Two Children,103,3,19,0
Postgraduate,Married,38175.0,6,70,6,69,2,3,3,3,3,1,4,7,0,0,39,Partner,Two Children,153,3,18,0
Postgraduate,Together,58656.0,25,962,12,194,16,24,12,4,7,8,13,6,0,0,67,Partner,Two Children,1220,3,38,1
Graduate,Together,52117.0,55,112,10,107,30,0,20,2,5,2,4,7,0,0,58,Partner,Two Children,279,3,20,0
Graduate,Married,64813.0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,45,Partner,Two Children,745,3,25,0
Postgraduate,Married,54222.0,98,199,12,31,3,12,7,1,3,3,5,3,0,0,50,Partner,Two Children,264,3,15,0
Graduate,Married,83512.0,31,1060,61,835,80,20,101,1,4,7,10,1,0,1,37,Partner,One Child,2157,2,23,4
Postgraduate,Married,77520.0,30,940,44,396,0,88,58,1,8,7,7,4,0,1,64,Partner,Two Children,1526,3,27,3
Graduate,Together,41154.0,98,44,2,11,2,3,7,1,1,0,4,5,0,0,45,Partner,Two Children,69,3,11,0
Graduate,Married,80398.0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,57,Partner,One Child,1597,2,29,1
Graduate,Together,35196.0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,39,Partner,Two Children,497,3,26,0
Graduate,Single,60230.0,78,520,20,367,39,81,40,2,6,3,6,5,0,0,67,Alone,Two Children,1067,2,22,0
Graduate,Married,22108.0,46,5,3,9,6,2,6,2,2,0,3,7,0,0,46,Partner,Three or More Children,31,4,14,0
Graduate,Together,44392.0,71,87,5,71,7,12,29,5,4,1,4,7,0,0,49,Partner,Three or More Children,211,4,21,0
Postgraduate,Married,55424.0,6,462,61,184,10,53,107,4,7,5,9,6,0,1,47,Partner,Two Children,877,3,31,1
Graduate,Married,17688.0,82,2,2,1,3,1,2,1,1,0,2,8,1,0,44,Partner,Two Children,11,3,12,0
Postgraduate,Married,92491.0,71,979,44,935,29,25,22,1,7,5,12,3,0,1,40,Partner,One Child,2034,2,28,3
Postgraduate,Widow,82571.0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,61,Alone,One Child,1686,1,26,1
Postgraduate,Single,38513.0,20,172,3,115,16,0,18,5,6,1,5,8,0,1,41,Alone,Two Children,324,2,25,0
Postgraduate,Single,16653.0,10,5,7,31,15,4,7,3,2,1,3,6,0,1,44,Alone,Two Children,69,2,15,0
Graduate,Together,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,0,1,68,Partner,Three or More Children,252,4,24,0
Undergraduate,Single,23529.0,67,9,7,13,3,2,20,1,1,1,2,6,0,0,58,Alone,Two Children,54,2,11,0
Postgraduate,Together,74881.0,48,505,72,270,36,27,54,4,9,2,12,5,0,0,62,Partner,Three or More Children,964,4,32,0
Graduate,Married,71107.0,61,533,10,217,198,174,195,2,7,6,13,4,0,0,72,Partner,Two Children,1327,3,32,0
Postgraduate,Together,46910.0,36,48,0,14,0,0,6,2,2,0,3,6,0,0,59,Partner,Three or More Children,68,4,13,0
Graduate,Married,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,64,Partner,One Child,60,2,13,0
Graduate,Divorced,37244.0,90,18,2,10,0,0,25,1,1,1,2,7,0,0,68,Alone,Three or More Children,55,3,12,1
Graduate,Together,82427.0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,57,Partner,One Child,1456,2,22,1
Undergraduate,Single,75342.0,38,204,97,97,21,118,26,1,5,2,10,4,0,0,65,Alone,Two Children,563,2,22,0
Graduate,Divorced,70044.0,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,69,Alone,Two Children,1504,2,31,0
Graduate,Single,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,0,0,56,Alone,Three or More Children,564,3,25,0
Graduate,Married,77437.0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,60,Partner,One Child,1125,2,24,1
Graduate,Married,54984.0,51,173,13,131,32,3,6,4,6,1,6,7,0,0,64,Partner,Two Children,358,3,24,1
Postgraduate,Married,42403.0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,52,Partner,Two Children,42,3,13,0
Graduate,Together,55761.0,97,136,1,12,0,3,32,2,4,1,3,6,0,0,59,Partner,Two Children,184,3,16,1
Graduate,Together,37292.0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,40,Partner,Two Children,460,3,27,0
Postgraduate,Single,45576.0,9,56,19,29,2,14,25,1,3,1,3,8,0,1,78,Alone,One Child,145,1,16,0
Graduate,Together,70321.0,6,303,23,751,82,26,191,1,6,5,13,4,0,1,76,Partner,One Child,1376,2,29,0
Postgraduate,Divorced,58086.0,80,708,7,62,0,0,15,2,11,3,7,8,0,0,54,Alone,Two Children,792,2,31,0
Graduate,Married,81795.0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,71,Partner,One Child,1382,2,25,0
Undergraduate,Together,28389.0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,76,Partner,One Child,28,2,11,0
Postgraduate,Married,66835.0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,77,Partner,One Child,1033,2,26,0
Graduate,Divorced,69901.0,95,312,21,206,102,92,149,3,7,3,10,5,0,0,54,Alone,Two Children,882,2,28,0
Postgraduate,Married,80360.0,56,1493,86,454,112,43,43,2,4,4,5,2,0,0,74,Partner,One Child,2231,2,17,3
Postgraduate,Together,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,1,62,Partner,Two Children,1101,3,25,1
Graduate,Married,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,49,Partner,Two Children,369,3,22,0
Undergraduate,Single,31859.0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,43,Alone,Two Children,48,2,12,0
Postgraduate,Widow,51569.0,39,380,0,47,6,0,34,4,7,1,7,8,0,1,74,Alone,Two Children,467,2,27,1
Graduate,Widow,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,0,52,Alone,Three or More Children,44,3,15,0
Undergraduate,Single,16014.0,42,3,9,4,7,8,7,4,1,1,4,3,0,0,44,Alone,Three or More Children,38,3,13,0
Graduate,Married,41120.0,80,24,2,23,0,8,24,3,2,1,3,6,0,0,55,Partner,Three or More Children,81,4,15,0
Postgraduate,Single,39763.0,9,80,1,60,4,6,16,2,5,1,2,9,0,1,52,Alone,Two Children,167,2,19,0
Postgraduate,Married,38725.0,52,31,0,6,2,1,5,2,1,0,4,4,0,0,68,Partner,Three or More Children,45,4,11,0
Graduate,Married,77981.0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,51,Partner,Two Children,664,3,26,0
Undergraduate,Married,62905.0,68,166,75,96,119,107,59,3,7,2,8,4,0,0,59,Partner,Two Children,622,3,24,0
Undergraduate,Divorced,13533.0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,44,Alone,Two Children,48,2,14,0
Graduate,Together,59481.0,47,178,3,85,71,66,58,2,3,3,8,2,0,0,48,Partner,Two Children,461,3,18,0
Graduate,Married,72117.0,34,707,20,171,65,60,50,1,9,7,9,5,0,0,46,Partner,Two Children,1073,3,31,0
Undergraduate,Married,21955.0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,37,Partner,Two Children,55,3,14,0
Graduate,Married,67131.0,72,465,71,250,93,35,62,3,9,2,12,6,0,0,67,Partner,Two Children,976,3,32,0
Postgraduate,Single,36802.0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,43,Alone,Two Children,20,2,10,0
Graduate,Together,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,41,Partner,One Child,1149,2,18,0
Undergraduate,Married,28249.0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,62,Partner,One Child,43,2,12,0
Postgraduate,Married,47808.0,30,123,1,26,2,0,72,2,3,2,3,7,0,0,48,Partner,Two Children,224,3,17,1
Postgraduate,Divorced,25509.0,15,40,3,30,10,7,11,3,3,0,3,9,0,1,49,Alone,Two Children,101,2,18,0
Postgraduate,Married,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,77,Partner,One Child,209,2,16,0
Graduate,Single,70596.0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,38,Alone,One Child,968,1,23,0
Postgraduate,Together,85431.0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,71,Partner,One Child,1165,2,17,0
Graduate,Married,42664.0,44,21,0,3,0,0,0,1,1,0,3,6,0,0,56,Partner,Two Children,24,3,11,0
Graduate,Together,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,0,1,68,Partner,Three or More Children,252,4,24,0
Graduate,Single,29760.0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,38,Alone,Two Children,165,2,20,0
Postgraduate,Married,28973.0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,46,Partner,One Child,269,2,21,0
Postgraduate,Together,39435.0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,50,Partner,Two Children,102,3,14,0
Undergraduate,Married,65370.0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,39,Partner,One Child,461,2,20,0
Undergraduate,Single,20194.0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,44,Alone,Two Children,47,2,13,0
Postgraduate,Single,42473.0,72,93,1,21,0,4,25,3,2,1,4,5,0,0,47,Alone,Three or More Children,144,3,15,0
Graduate,Married,64590.0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,55,Partner,One Child,1338,2,30,0
Graduate,Together,71232.0,91,653,17,170,34,26,17,2,11,2,10,7,0,0,64,Partner,Two Children,917,3,32,0
Graduate,Together,34600.0,8,199,33,60,8,3,15,5,5,2,5,8,0,1,52,Partner,Three or More Children,318,4,25,0
Graduate,Single,46904.0,20,153,4,56,0,9,31,4,5,1,4,8,0,0,56,Alone,Three or More Children,253,3,22,0
Graduate,Married,49094.0,6,376,0,38,11,8,69,5,6,3,6,6,0,0,50,Partner,Two Children,502,3,26,0
Graduate,Together,36075.0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,40,Partner,Two Children,119,3,13,0
Undergraduate,Together,60839.0,72,600,21,128,223,150,128,13,2,2,12,8,0,0,44,Partner,Three or More Children,1250,4,37,0
Graduate,Together,77298.0,46,425,115,292,23,35,79,1,6,6,11,3,0,0,44,Partner,Two Children,969,3,27,0
Graduate,Together,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,0,73,Partner,Three or More Children,76,4,14,0
Postgraduate,Single,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,0,60,Alone,Three or More Children,62,3,11,0
Undergraduate,Together,82122.0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,61,Partner,One Child,1382,2,27,1
Graduate,Single,37697.0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,47,Alone,Two Children,84,2,13,0
Graduate,Together,34074.0,69,135,1,41,10,1,67,5,3,3,3,6,0,0,71,Partner,Three or More Children,255,4,20,1
Postgraduate,Married,28520.0,55,11,0,10,0,2,20,1,1,1,2,6,0,0,63,Partner,Three or More Children,43,4,11,0
Graduate,Single,62535.0,13,163,48,90,0,45,52,1,3,2,8,3,0,0,68,Alone,Two Children,398,2,17,0
Postgraduate,Single,36273.0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,46,Alone,Two Children,76,2,14,0
Graduate,Together,63404.0,97,734,26,70,11,44,17,2,6,3,4,4,0,0,59,Partner,Three or More Children,902,4,19,1
Undergraduate,Together,75774.0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,42,Partner,Two Children,823,3,25,0
Graduate,Together,78416.0,99,453,38,279,188,38,183,2,7,7,10,3,0,0,47,Partner,Two Children,1179,3,29,0
Graduate,Together,75702.0,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,49,Partner,Two Children,1921,3,35,1
Postgraduate,Together,59385.0,85,135,0,10,0,4,36,2,3,1,4,5,0,0,72,Partner,Three or More Children,185,4,15,0
Graduate,Single,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,0,1,57,Alone,Three or More Children,433,3,30,0
Graduate,Married,44689.0,82,18,0,5,0,0,11,2,1,1,2,7,0,0,72,Partner,Three or More Children,34,4,13,1
Graduate,Together,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,0,0,65,Partner,Two Children,907,3,32,0
Postgraduate,Single,7144.0,92,81,4,33,5,2,291,0,23,1,1,0,0,0,57,Alone,Three or More Children,416,3,25,0
Graduate,Single,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,0,0,59,Alone,Three or More Children,44,3,15,0
Graduate,Married,90369.0,2,292,51,981,224,23,17,1,4,6,6,1,0,1,67,Partner,One Child,1588,2,18,0
Postgraduate,Single,63159.0,74,965,34,586,89,86,37,1,3,5,8,3,0,0,49,Alone,One Child,1797,1,20,1
Graduate,Together,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,0,57,Partner,Three or More Children,40,4,14,0
Postgraduate,Single,46757.0,71,777,30,163,0,51,122,6,4,4,7,9,0,0,60,Alone,Two Children,1143,2,30,0
Postgraduate,Married,79734.0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,54,Partner,One Child,914,2,15,1
Graduate,Divorced,72071.0,4,531,69,300,150,138,150,3,5,4,8,2,0,0,69,Alone,Two Children,1338,2,22,0
Postgraduate,Together,21840.0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,40,Partner,Two Children,27,3,14,0
Undergraduate,Together,58582.0,15,402,35,106,101,77,42,2,9,2,9,5,0,0,41,Partner,Two Children,763,3,27,1
Graduate,Single,72282.0,70,503,27,419,90,139,153,1,5,7,9,7,0,1,72,Alone,One Child,1331,1,29,0
Graduate,Married,50387.0,91,369,9,87,12,14,34,3,6,2,8,5,0,0,67,Partner,Three or More Children,525,4,24,0
Postgraduate,Together,32583.0,10,5,0,3,0,0,1,1,1,0,2,7,0,0,62,Partner,Three or More Children,9,4,11,0
Graduate,Together,62568.0,99,362,17,398,80,35,61,3,5,3,5,4,0,0,61,Partner,Two Children,953,3,20,1
Postgraduate,Divorced,44635.0,25,56,0,9,0,0,3,2,2,0,3,7,0,0,52,Alone,Three or More Children,68,3,14,0
Postgraduate,Single,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,0,52,Alone,Three or More Children,131,3,16,0
Graduate,Married,63967.0,57,387,84,141,73,35,162,3,4,4,12,2,0,0,55,Partner,Two Children,882,3,25,0
Undergraduate,Together,52513.0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,45,Partner,One Child,1149,2,32,0
Graduate,Married,25293.0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,54,Partner,Two Children,37,3,13,0
Postgraduate,Widow,54111.0,97,267,6,54,8,3,50,2,5,2,6,5,0,0,58,Alone,Two Children,388,2,20,0
Graduate,Together,78394.0,13,298,27,697,216,24,166,1,4,6,5,2,0,1,37,Partner,One Child,1428,2,18,0
Postgraduate,Married,80739.0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,65,Partner,One Child,1633,2,25,0
Postgraduate,Together,22669.0,30,16,14,36,37,22,48,3,4,1,2,9,0,1,48,Partner,Two Children,173,3,19,0
Graduate,Single,29236.0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,36,Alone,Two Children,99,2,18,0
Graduate,Together,44911.0,11,159,0,22,2,1,31,3,4,1,4,7,0,0,64,Partner,Two Children,215,3,19,0
Postgraduate,Married,54693.0,72,686,17,142,23,26,35,8,6,4,13,6,0,0,61,Partner,Two Children,929,3,37,0
Graduate,Together,48186.0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,49,Partner,Two Children,219,3,19,0
Graduate,Married,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,1,46,Partner,Three or More Children,174,4,16,0
Graduate,Together,41580.0,15,56,5,24,4,0,3,3,2,1,3,5,0,0,45,Partner,Three or More Children,92,4,14,0
Postgraduate,Married,80336.0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,53,Partner,One Child,1052,2,26,0
Graduate,Married,47743.0,56,198,2,43,0,12,20,3,4,1,6,6,0,0,66,Partner,Two Children,275,3,20,1
Undergraduate,Married,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,0,68,Partner,Two Children,587,3,22,0
Postgraduate,Divorced,57333.0,55,941,14,397,76,58,176,11,8,5,9,6,0,1,69,Alone,Two Children,1662,2,39,0
Postgraduate,Together,32313.0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,41,Partner,Two Children,159,3,20,0
Postgraduate,Widow,84953.0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,70,Alone,One Child,1024,1,20,3
Postgraduate,Divorced,27071.0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,55,Alone,Two Children,35,2,13,0
Postgraduate,Together,68148.0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,66,Partner,One Child,1042,2,17,0
Postgraduate,Together,65735.0,37,239,7,119,4,15,11,5,6,2,6,7,0,0,58,Partner,Three or More Children,395,4,26,0
Postgraduate,Married,86836.0,7,179,21,273,0,21,63,1,6,10,6,5,0,1,48,Partner,One Child,557,2,28,3
Postgraduate,Married,4023.0,29,5,0,1,1,1,1,15,0,0,0,19,0,0,60,Partner,Three or More Children,9,4,34,0
Postgraduate,Married,57705.0,14,383,0,53,6,4,40,3,8,1,6,6,0,0,57,Partner,Two Children,486,3,24,0
Graduate,Single,25008.0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,35,Alone,Two Children,34,2,14,0
Graduate,Together,22280.0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,48,Partner,Two Children,13,3,12,0
Postgraduate,Married,72159.0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,45,Partner,One Child,1401,2,23,0
Graduate,Together,64260.0,1,539,169,816,20,0,30,1,4,5,4,3,0,1,62,Partner,One Child,1574,2,17,0
Postgraduate,Single,82733.0,28,712,50,420,65,38,38,1,8,4,7,4,0,1,39,Alone,One Child,1323,1,24,0
Postgraduate,Divorced,74290.0,70,1121,0,72,0,12,12,4,10,8,10,6,0,0,52,Alone,Two Children,1217,2,38,2
Postgraduate,Single,58217.0,84,68,1,13,3,5,13,1,2,0,4,6,0,0,72,Alone,Three or More Children,103,4,13,0
Postgraduate,Together,21024.0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,47,Partner,One Child,84,2,14,0
Postgraduate,Married,70116.0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,51,Partner,One Child,1536,2,24,0
Graduate,Together,54006.0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,38,Partner,Two Children,581,3,25,0
Postgraduate,Married,69063.0,16,666,35,124,69,8,26,1,5,3,5,3,0,0,57,Partner,Two Children,928,3,17,0
Undergraduate,Divorced,11448.0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,48,Alone,One Child,14,1,10,0
Graduate,Single,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,0,0,44,Alone,Two Children,424,2,19,0
Graduate,Married,70886.0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,52,Partner,Two Children,960,3,16,0
Graduate,Married,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,0,1,41,Partner,One Child,1555,2,24,1
Graduate,Widow,60208.0,13,488,23,71,15,0,59,11,8,3,7,7,0,1,50,Alone,Three or More Children,656,3,36,1
Postgraduate,Together,32889.0,78,28,0,13,4,2,8,3,2,1,3,5,0,0,55,Partner,Three or More Children,55,4,14,0
Graduate,Single,34738.0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,39,Alone,Two Children,20,2,11,0
Postgraduate,Together,30538.0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,52,Partner,Two Children,367,3,27,0
Undergraduate,Together,82326.0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,46,Partner,One Child,2257,2,24,3
Postgraduate,Divorced,26642.0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,56,Alone,Two Children,42,2,13,0
Graduate,Divorced,69932.0,97,412,172,153,150,105,57,2,7,6,11,4,0,0,59,Alone,Two Children,1049,2,30,0
Graduate,Single,44503.0,83,31,1,8,0,0,8,2,2,0,3,6,0,0,51,Alone,Three or More Children,48,3,13,0
Postgraduate,Single,60200.0,3,502,19,132,0,6,26,6,6,2,11,6,0,0,75,Alone,Two Children,685,2,31,0
Graduate,Divorced,49638.0,71,18,10,3,3,5,0,1,1,0,3,2,0,0,71,Alone,Two Children,39,2,7,0
Undergraduate,Single,23830.0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,36,Alone,One Child,43,1,12,0
Postgraduate,Widow,33051.0,15,100,71,243,108,94,219,3,9,1,8,9,0,1,64,Alone,One Child,835,1,30,0
Graduate,Married,72905.0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,65,Partner,One Child,1515,2,21,1
Postgraduate,Together,69702.0,8,664,9,240,50,19,57,2,7,7,10,4,0,0,72,Partner,Two Children,1039,3,30,0
Graduate,Divorced,70300.0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,48,Alone,Two Children,1596,2,34,0
Postgraduate,Married,70643.0,66,1218,107,304,23,143,33,1,5,8,4,6,0,1,39,Partner,One Child,1828,2,24,0
Postgraduate,Married,30396.0,22,15,0,6,0,1,12,2,1,1,2,7,0,1,54,Partner,Two Children,34,3,13,1
Postgraduate,Divorced,50616.0,56,128,0,16,0,1,4,2,4,0,4,7,0,0,55,Alone,Two Children,149,2,17,0
Postgraduate,Single,62772.0,74,581,49,157,43,8,108,1,5,6,11,2,0,0,54,Alone,Two Children,946,2,25,1
Postgraduate,Single,30298.0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,38,Alone,One Child,28,1,9,0
Graduate,Single,52413.0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,39,Alone,Two Children,450,2,24,0
Postgraduate,Married,44155.0,24,22,1,9,0,0,14,1,1,1,2,4,0,0,66,Partner,Three or More Children,46,4,9,0
Postgraduate,Divorced,86979.0,67,584,100,835,65,83,35,1,5,5,5,2,0,1,52,Alone,One Child,1702,1,18,1
Graduate,Together,76532.0,38,355,30,177,90,138,30,4,9,5,7,5,0,0,48,Partner,Three or More Children,820,4,30,0
Graduate,Married,42081.0,86,175,10,110,54,6,27,2,6,3,4,6,0,0,41,Partner,Two Children,382,3,21,1
Postgraduate,Married,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,35,Partner,One Child,2126,2,23,0
Graduate,Married,31158.0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,38,Partner,Two Children,72,3,15,0
